Word	 SFI
advocated	43.9
advocates	45.6
advocating	39.4
advocations	22.1
adyar	22.1
adz	29.3
adze	34.2
adzes	27.7
ae	30.4
ae-ro-plane	22.1
aeacus	20.8
aedile	22.1
aeetes	29.9
aegean	45.6
aegeans	33.9
aegeon	26.9
aegeus	38.5
aegina	28.1
aegir	26.9
aegis	31.9
aegisthus	22.1
aegyptopithecus	25.5
aeladus	22.1
aelf	30.6
aelf's	22.1
aelia	22.1
aelian	22.1
aelle	20.8
aemrica	22.1
aeneas	38.9
aeneid	22.1
aeolian	27.7
aeolists	26.9
aeolus	28.1
aeolus's	25.1
aeons	30.4
aeorsol	13.2
aepyronis	22.1
aerate	27.6
aerated	27.7
aerates	18.1
aerating	26.8
aeration	34.4
aerator	24.2
aerators	22.1
aerial	44.7
aerialist	31.7
aerialists	22.1
aerials	34.7
aerie	26.9
aeries	22.1
aerin	41.2
aerin's	36
aerin-sol	22.1
aerin-sol's	25.1
aermotor	22.1
aern	22.1
aero	22.1
aero-engine	20.8
aerobee	26.9
aerobees	22.1
aerobes	21.1
aerobic	41.1
aerobically	26.8
aerobics	34.4
aerodrome	22.1
aerodynamic	26.9
aerodynamically	20.8
aerodynamics	28.5
aeroflot	22.1
aerogram	22.1
aeromedical	22.1
aeromedics	22.1
aeronauical	18.1
aeronaut	34.3
aeronautical	38
aeronautics	41.4
aeronauts	30
aeroplane	34.3
aeroplanes	29.9
aerosol	37
aerosol-sprayed	18.1
aerosol-type	11.5
aerosols	32.2
aerospace	37.5
aerotriangulation	14.5
aes	22.1
aeschylus	34.6
aesir	22.1
aesklepian	22.1
aeson	33.6
aeson's	26.9
aesop	35.1
aesop's	35.5
aesthete	22.1
aesthetic	41.3
aesthetically	25.4
aesthetics	32.8
aeternitatis	22.1
aethelberht	20.8
aethelwig	22.1
aethiop	22.1
aethra	32.1
aetiology	22.1
aetius	22.1
aetna	13.5
aevum	20.8
af-ter	22.1
af-ter-ward	22.1
afa	26.9
afa's	22.1
afairs	20.8
afar	42.2
afarensis	25.1
afeard	25.1
afeared	28.1
afects	22.1
afer	18.1
aff	25.1
affability	30.4
affable	33.2
affably	29.3
affair	49.6
affairs	55.4
affect	58
affectation	34.1
affectations	20.8
affected	56.1
affectedly	25.1
affecting	49.4
affection	49.9
affectionate	44.8
affectionately	40.9
affections	38
affective	41.3
affectively	20.8
affectivity	20.8
affects	53.9
afferent	30
afffecting	13.2
affianced	22.1
affidavit	29.1
affidavits	34.2
affiliate	33.6
affiliated	37.4
affiliates	34.9
affiliating	24.7
affiliation	41.1
affiliations	32.6
affiliative	20.8
affinal	20.8
affined	22.1
affinities	28
affinity	39.4
affirm	40.2
affirmance	13.5
affirmation	38.2
affirmative	43.6
affirmatively	28.8
affirmed	39.8
affirming	32.9
affirms	30.3
affix	30.1
affixed	38.3
affixes	22.1
affixing	22.1
affleck	25.1
afflict	32.6
afflicted	44.1
afflicting	29.3
affliction	39.1
afflictions	30.6
afflictive	22.1
afflicts	32.4
afflizione	22.1
affluence	40.8
affluent	42.9
affluential	22.1
afford	54.1
affordable	32.5
afforded	43.3
affording	33.4
affords	40.2
afforestation	11.5
affray	22.1
affrays	25.1
affrighted	29.3
affront	35.9
affronted	28.1
affronts	22.1
afghan	35.1
afghanistan	40.3
afghanistan's	20.8
afghans	20.8
aficion	25.1
aficionados	28.8
afield	35.8
afire	40
aflame	35.9
aflatoxin	9.3
afloat	43.6
aflredo	3.5
aflutter	25.1
afolabi	22.1
afolayan	29.9
afoot	39.4
afore	36.1
aforementioned	30.3
aforesaid	35.4
afoul	29.3
afraid	59.9
afrasiab	25.1
afresh	38.3
afriad	22.1
afric	28.1
africa	59.8
africa's	43.3
african	55.2
african's	23.8
african-american	20.8
africana	27.4
africanisms	20.8
africanization	20.8
africanizing	20.8
africanlike	22.1
africans	49.6
africans'	25.5
africanum	22.1
africanus	35.9
africas	23.8
africians	22.1
africo-eurasian	22.1
afrika	25.1
afrikaans	29.7
afrikaner	20.8
afrikaner's	22.1
afrikaners	30.8
afrits	22.1
afro	30.3
afro-american	27.8
afro-americans	29.8
afro-asian	31.5
afro-cuban	3.5
afro-eurasian	23.8
aft	41.9
after	70.5
after's	22.1
after-breakfast	22.1
after-deck	22.1
after-dinner	34.8
after-dream	22.1
after-effects	22.1
after-hour	20.8
after-hours	13.2
after-image	22.1
after-life	22.1
after-lunch	27.7
after-market	11.5
after-midnight	22.1
after-ripen	11.5
after-ripening	16.3
after-school	39.9
after-shampoo	11.5
after-shave	26.8
after-silence	22.1
after-supper	22.1
after-tax	32.8
after-thought	22.1
after-treatment	11.5
after-war	20.8
after-years	22.1
afterbirth	31.2
afterboat	9.3
aftercastle	22.1
afterdeck	30.7
afterdinner	22.1
aftereffect	13.2
aftereffects	33.1
afterglow	30.7
afterguardsman	22.1
afterholds	22.1
afterimage	24.2
afterimages	21.1
afterjets	22.1
afterlife	35.4
aftermath	39.7
afternon	22.1
afternoon	59.8
afternoon'	22.1
afternoon's	33.6
afternoons	47
afteroon	22.1
afterpart	22.1
aftershock	22.1
aftertaste	26.7
afterthought	37.4
afterthoughts	25.1
afterward	51.9
afterwards	51.2
afterwords	20.8
afterworld	25.1
aftica	20.8
aftr	22.1
aftthrust	11.5
afyon	26.9
ag	29.3
ag'in	33.1
aga	22.1
agabashian's	25.1
agabashians	25.1
agafya	22.1
again	67.9
against	66.3
agam	3.5
agamemnon	41.2
agamemnon's	30.7
agamenon	22.1
agapamone	22.1
agapanthus	22.1
agape	26.9
agapenor	22.1
agar	31.8
agaragar	18.1
agari	22.1
agars	18.1
agarwala-rogers	13.5
agasig	25.1
agass	25.1
agassez	22.1
agassig	25.1
agassiz	38.7
agassiz'	21.1
agassiz's	26.9
agate	34
agates	35.6
agatha	40.4
agatha's	29.3
agave	30
agayk	28.1
agazig	25.1
agazonbae	22.1
agba	42
agba's	29.3
agda	28.1
age	63.1
age-adjusted	22.1
age-dating	18.1
age-gnarled	25.1
age-group	31.6
age-limiting	20.8
age-long	29.3
age-mate	20.8
age-mates	31.8
age-of-reptile	22.1
age-old	41.1
age-peers	20.8
age-related	27.8
age-segregated	20.8
age-set	30.4
age-span	23.8
age-village	26.8
age-yellow	22.1
age-yellowed	22.1
ageable	22.1
agean	20.8
aged	50.4
agee	25.1
ageing	26.9
ageism	25.4
ageist	13.2
ageless	35.1
agelessly	22.1
agelong	22.1
agemasu	22.1
agemates	27
agen	26.9
agena	21.1
agencies	54.4
agency	54.6
agency's	37.6
agency-operated	13.2
agenda	42
agenda's	22.1
agenda-setting	9.5
agendas	20.8
agenor	25.1
agenothree	22.1
agent	53.7
agent's	33.1
agentic	23.8
agents	53
agents'	30.3
agers	20.8
agerstown	22.1
ages	56.8
ages'	22.1
ages-old	26.8
agesilaus	22.1
agger	32.5
aggers	22.1
agghhh	22.1
aggie	39.4
aggie's	25.1
agglomeration	20.8
agglomerations	23.8
agglutinated	21.1
agglutination	18.1
agglutinative	20.8
agglutinin	26.6
agglutinins	24.2
agglutinogen	26.6
agglutinogens	21.1
aggo	22.1
aggrandizement	20.8
aggravate	37.8
aggravated	39.1
aggravates	27.6
aggravating	38.2
aggravatingly	25.1
aggravation	30.4
aggreeable	20.8
aggreeably	20.8
aggregate	46.3
aggregated	27.7
aggregates	31.6
aggregating	20.8
aggregation	32.8
aggregations	28.5
aggresion	22.1
aggresive	9.3
aggresively	22.1
aggresiveness	22.1
aggressee	20.8
aggressing	20.8
aggression	47
aggressive	49.6
aggressively	40.4
aggressiveness	39.5
aggressor	33.9
aggressors	30.3
aggrieved	36.3
aggrievedly	25.1
aggy	30.3
agh	22.1
aghast	36.6
agile	40.5
agilely	27.7
agility	39.9
agin	34.8
agin'	22.1
agincourt	22.1
aging	49
aginst	27.7
agiri-asasa	25.1
agit	22.1
agitate	32.4
agitated	43.5
agitated-looking	22.1
agitatedly	22.1
agitates	22.1
agitating	32.7
agitation	45.5
agitational	20.8
agitations	23.8
agitator	32.9
agitators	36.4
aglaia	22.1
agleam	22.1
aglitter	22.1
aglo	22.1
aglomeration	20.8
aglos	25.1
aglow	33.9
agmen	29.1
agnail	11.5
agnello's	22.1
agnes	46.1
agnes'	30
agnes's	25.4
agnew	36.6
agnew's	20.8
agno	21.1
agno3	18.1
agnola's	22.1
agnosia	20.8
agnostic	26.9
agnosticism	21.1
agnostics	20.8
ago	64.2
agog	33
agoing	25.1
agone	25.1
agonies	30.3
agonising	22.1
agonistes	25.1
agonize	25.1
agonized	37.8
agonizedly	22.1
agonizing	40.5
agonizingly	22.1
agonna	22.1
agony	47.3
agora	34.2
agoraphobe	22.1
agoraphobia	22.1
agouti	22.1
agra	25.5
agra-science	16.5
agramante	22.1
agramonte	20.8
agrandizement	20.8
agranoff	25.5
agranoff's	20.8
agranular	18.1
agranulocytes	13.2
agranulocytosis	13.2
agrarian	41.2
agrarian-mindedness	20.8
agrarianism	20.8
agrarians	20.8
agravaine	30.3
agravine	22.1
agree	57.6
agreeable	45
agreeableness	25.1
agreeably	35.3
agreed	58.9
agreed-on	27.4
agreed-upon	34
agreein'	22.1
agreeing	43.2
agreement	55.1
agreements	48.2
agrees	48.1
agression	20.8
agressive	24.2
agribusiness	36.8
agribusinesses	25.7
agricola	30.3
agricolite	22.1
agricorporations	20.8
agricultural	54
agricultural-industrial	20.8
agriculturalist	22.1
agriculturalists	29.7
agriculturally	28.4
agriculture	54.6
agriculture's	27.7
agriculturist	22.1
agriculturists	28.9
agrin	22.1
agrippa	27.7
agritechnology	20.8
agrobacterium	21.1
agroforestry	21.1
agronomist	30.5
agronomists	22.9
agronomy	25.1
agropyron	14.5
aground	38.1
agrue	22.1
ags	18.1
agua	23.8
aguacaliente	22.1
ague	32.4
aguinaldo	29.2
aguiyu	22.1
agulhas	28.8
agus	22.1
agustin	36.1
ah	52
ah'll	22.1
ah's	25.1
ah've	22.1
ah-coo-coo-coo	22.1
ah-ee	22.1
ah-gah-gah	22.1
ah-h	29.3
ah-h-h	29.3
ah-h-h-h-h	22.1
ah-h-h-h-h-h	22.1
ah-ha	30.3
ah-ha-ha	22.1
ah-hm	22.1
ah-ing	22.1
ah-women	23.8
ah-wow	22.1
ah-yoka	28.1
ah-yoka's	22.1
aha	42.7
aha's	22.1
ahab	38.2
ahab's	31.7
ahaggar	31.2
ahahahahahaha	22.1
ahai	22.1
ahalani	22.1
ahalf	20.8
ahalona	22.1
ahamed	22.1
ahasuerus	22.1
ahau	22.1
ahd	29.3
ahead	60.3
ahead'	22.1
ahead's	22.1
ahem	32.5
ahh	34.5
ahhh	35
ahhh-hmmm	22.1
ahhhh	22.1
ahhhhgggggghhh	22.1
ahhhhhh	25.1
ahhhhhhh	25.1
ahhhhhhhhh	22.1
ahhhhnd	22.1
ahhn-ee	22.1
ahimsa	23.8
ahing	24.2
ahmad	27.4
ahmed	39.9
ahmed's	20.8
ahmeek	26.9
ahmeek's	22.1
ahmet	25.1
ahmik	22.1
ahn	28.1
ahnighito	22.1
aho	22.1
ahold	25.1
ahoo-cooo-cooo	22.1
ahoskie	25.1
ahoy	35.3
ahriman	25.5
ahrostimov's	22.1
ahs	25.1
ahuas	22.1
ahura	22.1
ahuramazda	28.6
ai	35.5
ai-ee	22.1
ai-oo	22.1
ai-yee	25.1
aia	29.3
aid	57.7
aid's	22.1
aid-de-camp	22.1
aid-to-dependent	20.8
aid-to-dependent-children	20.8
aida	33.3
aidan	25.1
aide	43.9
aide's	25.3
aided	46.8
aider	22.1
aiders	25.1
aides	44.4
aiding	42.1
aids	50.4
aie	22.1
aiee	28.1
aiello	20.8
aietes	29.3
aif	20.8
aiga	22.1
aigai	22.1
aii	25.1
aii-ya	22.1
aikarakudy	20.8
aiken	20.8
aiken's	22.1
aiker	20.8
aikido	32.4
aiko	25.1
aiku	29.1
aila	30.6
aila's	22.1
ailanthus	32.7
ailed	33.6
aileen	32.4
ailerons	30
ailin'	26.9
ailing	39
ailment	40.8
ailments	42.5
ails	34.9
ailul	22.1
ailuropoda	21.1
aim	52.3
aim-worthiness	22.1
aimals	18.1
aimed	50.7
aimin	22.1
aimin'	22.1
aiming	42.4
aimless	37.3
aimlessly	41.8
aims	47.3
ain	27.7
ain'	29.1
ain't	52.6
aincha	22.1
ainle	22.1
ainsowrth's	20.8
ainsworth	27.7
ainsworths	22.1
aint	38.8
aintree	22.1
ainu	26.8
ainus	27.7
aiprlane	22.1
air	67.4
air'll	22.1
air's	21.1
air-abrasive	22.1
air-attack	20.8
air-bag	22.1
air-blade	22.1
air-borne	27.7
air-breathing	34.5
air-burst	22.1
air-car	25.1
air-condition	20.8
air-conditioned	41.8
air-conditioner	31.4
air-conditioners	22.1
air-conditioning	39.8
air-cooled	30.1
air-cooling	18.1
air-cushion	27.7
air-dried	22.1
air-driven	25.5
air-dropped	18.1
air-dry	22.1
air-filled	34.4
air-film	18.1
air-flow	28.1
air-force	22.1
air-fuel	25.5
air-gasoline	24.2
air-gun	26.9
air-hole	22.1
air-holes	22.1
air-lift	22.1
air-lifted	20.8
air-line	16.5
air-lock	18.1
air-mattresses	22.1
air-ocean	23.8
air-over-oil	11.5
air-polluted	28.5
air-polluting	18.1
air-pollution	27.6
air-pollution-control	20.8
air-powered	24.8
air-pressure	22.1
air-purifying	22.1
air-quality	18.1
air-raid	31.5
air-raid-defense	22.1
air-raids	27.7
air-sea	26.7
air-shaft	20.8
air-ship	26.9
air-speed	28.8
air-spilling	22.1
air-storage	18.1
air-strike	22.1
air-supported	18.1
air-tight	32
air-to-ground	22.1
air-transportation	11.5
air-tunnels	22.1
airavata	22.1
airavata's	22.1
airbase	20.8
airboat	29.1
airborne	41
airbrush	14.5
airbrushed	11.5
airbrushing	11.5
aircar	25.1
aircars	22.1
airconditioned	22.1
airconditioner	22.1
aircraft	50.1
aircraftmen	22.1
aircrew	22.1
airdrome	22.1
airdromes	22.1
aired	37.9
airedale	31.1
airedale's	22.1
airedales	26.8
aires	40.7
airfield	41.2
airfields	38.9
airflight	20.8
airflow	30.3
airfoil	30.7
airfoils	22.1
airframe	31.9
airfreight	22.1
airglow	22.1
airguns	22.1
airhole	27.4
airily	32.3
airin'	22.1
airiness	22.1
airing	33.3
airish	22.1
airless	36.1
airlessness	22.1
airlift	32.2
airline	46.5
airline's	22.1
airliner	37.7
airliner's	22.1
airliners	37
airlines	45.9
airlock	22.1
airly	27.7
airmail	37.7
airman	35.1
airmanship	22.1
airmen	36.3
airolo	22.1
airplane	54.8
airplane's	34.4
airplanes	53.2
airpockets	22.1
airport	51.8
airports	44.3
airpseed	22.1
airs	38.6
airscrew	29.1
airscrews	25.1
airshaft	25.1
airship	40.6
airships	37.5
airsick	28.8
airspace	26.3
airspeed	25.1
airstream	14.5
airstrip	29.3
airstrips	31.3
airtight	41.1
airwaves	31
airway	35.6
airways	41
airy	42.6
aisa's	20.8
aisenberg	20.8
aisle	48
aisles	43.6
aisne-marne	20.8
aiti	22.1
aits	22.1
aix	29.3
aix-la-chapelle	26.8
aixlachapelle	20.8
aj	25.1
ajaib-gher	22.1
ajanta	20.8
ajar	40
ajax	37.7
ajdustments	13.5
ajmir	22.1
ajo	25.1
ajurokingomoi	23.8
ajusco	25.1
ajustments	13.5
ak	29.7
ak-ak-cut-aak	22.1
ak47	22.1
akaba	28.1
akagi	22.1
akakievich	26.9
akaky	26.9
akala	22.1
akasaka	22.1
akbar	35.5
akbar's	28.6
akcay	20.8
ake	27.7
akela	34.2
akela's	29.3
akeley	32.5
aker	28.1
akers	20.8
akhbar	25.1
akhenaton	20.8
akhetaton	25.1
aki	33.5
akiko	20.8
akim	30.6
akimbo	32.3
akimovich	22.1
akin	40.3
akinfov	25.1
aking	22.1
akinwande	22.1
akio	22.1
akira	23.8
akiva	29.9
akiva's	22.1
akja	22.1
akka	22.1
akkad	32.9
akkadian	34.4
akkadians	29.7
akpan	20.8
akron	34.6
aksah	28.1
aksai	23.8
aksenof	29.9
akua	26.9
akulina	22.1
akutan	22.1
al	53.1
al's	42.9
al'ubaid	20.8
al'ud	22.1
al-adha	25.1
al-anon	28.1
al-aqsa	25.1
al-assad	20.8
al-ay-eska	22.1
al-aziz	20.8
al-barmaki	22.1
al-buhayrah	22.1
al-farabi	22.1
al-fitr	25.1
al-gaib	22.1
al-ghazali	18.1
al-hasan	25.5
al-hiba	3.5
al-idrisi	29.7
al-idrisi's	20.8
al-jabr	23.8
al-jee	22.1
al-khurasani	22.1
al-khwarizmi	25.1
al-khwarizmi's	25.1
al-kindi	22.1
al-kohl	22.1
al-kubra	22.1
al-majusi	22.1
al-mamun	20.8
al-mamun's	22.1
al-mansur	26.9
al-mansur's	22.1
al-most	22.1
al-muminin	22.1
al-munaytirah	20.8
al-murrah	22.1
al-nadim	25.1
al-raas	22.1
al-rashid	28.8
al-razi	20.8
al-saffah	22.1
al-shaikh	22.1
al-sudan	20.8
al-ukash	25.1
al-walid	29.2
al-walid's	20.8
al-wazzan	20.8
al-zaiyati	20.8
ala	22.1
alaa	22.1
alabama	49.4
alabama's	31.8
alabamans	27.4
alabaster	36.6
alabastrine	22.1
alabin	25.1
alabourgogne	9.3
alack	22.1
alacrity	34.1
aladar	22.1
aladdin	40.5
aladdin's	34.6
alado	30.6
alado's	22.1
alagna	30.4
alai	22.1
alain	29.3
alaine	20.8
alam	20.8
alamance	29.3
alameda	31.9
alamein	20.8
alamo	42.4
alamo's	25.1
alamosa	22.1
alan	51
alan's	39.7
alan-ariadne	22.1
alan-at-gate	22.1
aland	25.1
alang	25.1
alanine	21.1
alanir	20.8
alanon	26.9
alans	22.1
alanson	25.1
alanta	27.4
alaphbet	22.1
alaric	30.2
alarm	53.2
alarm-clock	25.1
alarmed	48.6
alarmedly	22.1
alarming	45.5
alarmingly	37.2
alarmists	27.4
alarms	40.6
alart	22.1
alarums	6.5
alas	44.8
alaska	54.2
alaska's	37.4
alaskan	41.4
alaskans	26.8
alasksa	22.1
alastair	22.1
alateen	34.3
alateen's	13.2
alateens	13.2
alatyr	22.1
alaunt	22.1
alaunts	22.1
alavalencienne	9.3
alaw	22.1
alb	22.1
alba	31.9
albacore	22.1
albacores	22.1
albama	20.8
alban	29.3
alban's	22.1
albania	38.9
albania's	20.8
albanian	29.8
albanian-born	22.1
albanians	26.8
albano	22.1
albans	34.4
albans'	22.1
albanus	22.1
albany	47.5
albany's	20.8
albany-susquehanna	20.8
albatross	34.4
albatross'	25.1
albatross's	22.1
albatrosses	22.1
albedo	26.7
albedos	20.8
albee	29.1
albeit	36.7
albemarle	35.9
alben	25.1
albenga	22.1
albers	3.5
albersheim	18.1
albert	52.4
albert's	38.9
alberta	41.4
alberta's	20.8
alberta-saskatchewan	26.7
albertina	22.1
albertinas	22.1
albertine	22.1
alberto	36.7
alberto's	26.9
alberts	28.1
albertus	21.1
albertville	22.1
albiera	25.1
albinism	28
albino	37.4
albinos	30.7
albinus'	20.8
albion	29.3
albireo	22.1
albirtha	29.1
albirtha's	22.1
albrecht	28.8
albrecht's	22.1
albright	22.1
album	44.4
albumen	27.7
albumin	26.1
albuminuria	16.2
albums	40.1
albuquerque	35.8
albury	22.1
alcaeus	22.1
alcala	22.1
alcaldes	22.1
alcan	22.1
alcaptonuria	21.1
alcatraz	32.7
alcedo	25.1
alcee	28.1
alcestis	29.3
alchemical	26.8
alchemist	36.1
alchemist's	27.7
alchemistic	22.1
alchemists	38.8
alchemists'	26.8
alchemy	36.4
alchemy's	22.1
alchohol	20.8
alcholic	22.1
alcinous	34.2
alcinous'	27.7
alcmena	22.1
alcmeon	22.1
alcmeonidae	22.1
alcoa	20.8
alcock	32.6
alcohol	54.6
alcohol's	20.8
alcohol-distilled	18.1
alcohol-lamp	22.1
alcohol-related	18
alcohol-water	18.1
alcoholic	46.5
alcoholic's	22.3
alcoholics	43.1
alcoholism	44.8
alcohols	37.8
alcolu	33.9
alcor	36.1
alcorn	25.1
alcott	38.7
alcott's	30.7
alcotts	29.3
alcove	37.7
alcoves	25.1
alcozer	22.1
alcyone	22.1
aldabra	25.1
aldama	22.1
aldan	22.1
aldbrickham	22.1
aldebaran	32.1
aldehyde	27.7
aldehydes	34.2
alden	38.7
aldens	22.1
aldens'	22.1
alder	38.5
alder-fringed	22.1
alderman	35.9
aldermen	33.3
alders	36.4
alderson	35
alderwomen	20.8
aldgate	22.1
aldin	20.8
aldington	22.1
aldlrin	18.1
aldo	37.9
aldo's	30.1
aldol	27.2
aldosternone	18.1
aldosterone	16.2
aldous	27.6
aldrich	22.1
aldrin	41.3
aldus	11.5
ale	42.1
aleatoric	3.5
alec	50
alec's	40.7
aleck	39.2
aleck's	22.1
alecks	13.2
alecto	22.1
alegre	23.9
alehouse	33.5
alehouses	27.7
alekhin	32.9
aleks	25.1
aleksandrov	22.1
aleksandrovich	28.1
aleksey	28.1
alemi	32.9
alemi's	22.1
alencar	20.8
alepah	22.1
aleph	23.8
alepoudelis	22.1
aleppo	32.9
alert	51.9
alert-eyed	22.1
alerted	40.2
alerting	32.1
alertly	31.7
alertness	40.4
alerts	31
ales	25.1
alessandri	26.8
alessandri's	23.8
alessandro	26.6
aleta	13.5
aleta's	13.5
alethea	22.1
aleurone	21.1
aleut	36.7
aleutian	35.3
aleutians	26.7
aleuts	39.5
alevaire	13.2
alewife	28.3
alewife-coho	18.1
alewives	34.4
alex	51.5
alex's	35.7
alexander	53.4
alexander's	42.5
alexanders	22.1
alexanderson	3.5
alexandra	41.4
alexandra's	32.4
alexandre	26.9
alexandria	45
alexandria's	20.8
alexandria-in-the-caucasus	22.1
alexandrian	31.6
alexandrias	22.1
alexandrine	20.8
alexandrov	22.1
alexandrovna	25.1
alexei	30.4
alexender	26.8
alexey	11.5
alexi	25.1
alexia	29.1
alexias	31.9
alexis	34.3
alexis'	20.8
alexius	25.1
alf	40.8
alfa	29.9
alfafa	11.5
alfalfa	42.3
alfano	22.1
alfie	33.6
alfie's	22.1
alfisols	23.8
alfoat	22.1
alfonse	36.2
alfonse's	13.5
alfonso	33.3
alford	23.8
alford's	23.8
alfred	50.1
alfred's	36.8
alfredmerivale	25.1
alfredo	35.8
alfredo's	22.1
alfredston	25.1
alfreida	30.6
alfreida's	22.1
alfresco	22.1
alfven	18.1
alga	36.4
algae	50.5
algae-clogged	20.8
algal	32.1
algalike	22.9
algarve	25.1
algebra	43.3
algebraic	30.5
algebraically	30.7
algebraist	22.1
alger	30.9
alger's	20.8
algeria	42.1
algeria's	23.8
algerian	35.7
algerians	34
algerine	22.1
algernon	38.3
algernon-gordon	22.1
algidus	22.1
algie	26.9
algier	26.9
algiers	38.1
algin	22.9
alginate	20.2
alginates	16.2
algol	32.4
algolian	22.1
algologist	22.1
algologists	22.1
algonkian	32.7
algonkian-speaking	25.5
algonkians	31.9
algonquian	32.5
algonquians	28.8
algonquin	39.7
algonquins	33.5
algonquins'	22.1
algorism	22.1
algorismus	22.1
algorithm	31.8
algorithms	32.8
algorta	25.1
algre	20.8
alguhl	18.1
algy	22.1
alhambra	33.3
alhazen	26.8
ali	46.5
ali's	38.6
alianza	25.5
alias	35.8
alias'	23.8
aliases	22.1
alibi	35.5
alibis	30
alicante	25.1
alice	53.5
alice's	40.9
alice-in-wonderland	22.1
alicia	39.4
alicia's	27.4
alicorns	26.9
alida	30.6
alidade	24.9
alidas	22.1
alien	46.5
alien-skinned	22.1
aliena	22.1
alienable	22.1
alienate	32.3
alienated	41.3
alienates	20.8
alienating	33.2
alienation	42.2
alienness	20.8
aliens	44
aliens'	27.7
alighieri	23.8
alight	40.8
alighted	39.2
alighting	33.7
alights	28.2
aligments	20.8
align	38.8
aligned	41.9
aligning	34.8
alignment	42
alignments	33.6
aligns	31.2
alike	57.2
alikeness	22.1
aliki	25.1
aliki's	25.1
alimamo	33.1
aliment	22.1
alimentary	38.3
alimony	34
alin	25.1
aline	22.1
alinsky	31.2
aliphatic	34.6
aliquots	18.1
alisal	22.1
alison	43
alistair	39.4
alistair's	30.3
alive	58.5
alive's	22.1
aliveness	26.9
aliyah	26.9
aliyuk	22.1
alizarin	18.1
aljo	22.1
aljuf	20.8
alka	13.5
alkaid	21.1
alkali	44
alkali's	25.1
alkalies	32
alkaline	40.4
alkaline-earth	21.1
alkalinity	29.3
alkalinization	11.5
alkalis	25.3
alkaloids	25.3
alkalosis	22.9
alkane	33.3
alkanes	32.6
alke	20.8
alkemade	22.1
alkene	28.5
alkenes	30.9
alkhaldun	28.1
alkhali	28.8
alkhemia	18.1
alkoxide	18.1
alktamonte	18.1
alkyl	30.9
alkylating	13.2
alkylation	22.9
alkylbenzene	18.1
alkyne	21.1
alkynes	25.1
all	75.3
all'erta	22.1
all's	34.6
all-a	22.1
all-absorbing	27.4
all-acrylic	13.2
all-age	22.1
all-america	22.1
all-american	36.6
all-american-athlete	22.1
all-around	33.7
all-around-the-mulberry-b*	22.1
all-automated	22.1
all-bad	22.1
all-besetting	22.1
all-big-ten	22.1
all-black	33.4
all-boy	22.1
all-boys'	22.1
all-but-inaudible	22.1
all-capital	13.5
all-city	26.9
all-clear	31.6
all-conference	22.1
all-conquering	22.1
all-consuming	29.9
all-cotton	22.1
all-day	31.2
all-dutch	20.8
all-electric	25.5
all-embracing	32.9
all-encompassing	32.5
all-england	25.1
all-enveloping	20.8
all-expense-paid	22.1
all-father	27.7
all-fifth-grade	27.7
all-fired	25.1
all-for-one	25.1
all-forgiving	22.1
all-four	22.1
all-german	28.8
all-gifted	22.1
all-girl	22.1
all-girls	22.1
all-girls'	22.1
all-gone	22.1
all-grade	13.5
all-hard	14.5
all-hearing	22.1
all-important	40.2
all-in-all	13.5
all-inclusive	31.2
all-india	27.4
all-italian	27.7
all-knowing	35.3
all-male	32.4
all-merciful	22.1
all-metal	33.5
all-negro	22.1
all-news	25.1
all-night	36.5
all-nisei	22.1
all-of-a-piece	22.1
all-on-one-level	22.1
all-ontario	22.1
all-or-none	23.8
all-or-nothing	32.7
all-out	39.8
all-over	22.1
all-pants	22.1
all-pervading	27.4
all-pervasive	22.1
all-plastic	3.5
all-position	14.5
all-powerful	41.5
all-pro	22.1
all-purpose	36.9
all-rich	22.1
all-right	22.1
all-risk	28.9
all-round	34.7
all-rubber	25.1
all-saver	9.3
all-savers	19.3
all-school	28.9
all-school-queen	27.7
all-seeing	30.3
all-snob	22.1
all-star	35.4
all-stars	32.5
all-state	31.1
all-steel	20.8
all-the-way-to-the-bone	22.1
all-time	38.5
all-time-champ	22.1
all-to-himself	22.1
all-too-brief	22.1
all-too-common	25.4
all-too-frequent	13.2
all-too-human	23.8
all-union	27.4
all-vietnam	25.5
all-war	20.8
all-water	30.8
all-weather	26.7
all-white	32.3
all-wise	26.8
all-woman	22.1
all-wood	27.7
all-wool	16.5
all-year	18.1
alla	28.1
allagash	28.1
allaghi	20.8
allah	43.3
allah's	33.7
allahabad	33.2
allahu	22.1
allais	9.3
allam	25.1
allan	47.2
